"teaching_number","title","date","year"
"2610","… AND, BE AWARE OF SPIRIT","Jun. 10, 1997","1997"
"2611","LET YOUR SPIRIT CONTROL","Jun. 12, 1997","1997"
"2612","LIFE IN THE EARTH","Jun. 13, 1997","1997"
"2613","TWO PLACES… CONNECTED","Jun. 14, 1997","1997"
"2614","TIME FOR US","Jun. 16, 1997","1997"
"2615","HEADING HOME","Jun. 18, 1997","1997"
"2616","AN ITCH… TO WRITE","Jun. 20, 1997","1997"
"2617","CHURCH LIFE","Jun. 22, 1997","1997"
"2618","YES, I AM, GIDEON’S GOD","Jun. 25, 1997","1997"
"2619","… WITH THE EMPHASIS ON LIFE","Jun. 27, 1997","1997"
"2620","AN AFTERNOON OF ACCLAIM","Jun. 29, 1997","1997"
"2621","GOD FOR THE JEWS?","Jul. 03, 1997","1997"
"2622","A NATIONAL GOD?","Jul. 05, 1997","1997"
"2623","YOU SEE IT AS A GOOD ERA…","Jul. 06, 1997","1997"
"2624","WHEN YOU’RE CALLED…","Jul. 09, 1997","1997"
"2625","IN THE MIDST OF SUMMER","Jul. 11, 1997","1997"
"2626","ONE DOWN… ONE TO GO","Jul. 12, 1997","1997"
"2627","PAUL… A BOTH / AND SAINT","Jul. 16, 1997","1997"
"2628","HALF WAY THROUGH","Jul. 18, 1997","1997"
"2629","DEATH IS A MAYA","Jul. 19, 1997","1997"
"2630","THIS IS MY EARTH…","Jul. 23, 1997","1997"
"2631","A “NEW ERA”?","Jul. 26, 1997","1997"
"2632","SOME THOUGHTS ABOUT HEALTH","Jul. 26, 1997","1997"
"2633","WHY THESE TEACHINGS?","Jul. 30, 1997","1997"
"2634","NON-ATTACHMENT, YET AGAIN","Jul. 31, 1997","1997"
"2635","AN ADVENTURE AHEAD","Aug. 02, 1997","1997"
"2636","THE THEME CONTINUES…","Aug. 05, 1997","1997"
"2637","LOOKING AHEAD…","Aug. 06, 1997","1997"
"2638","ANOTHER STEP…","Aug. 10, 1997","1997"
"2639","REVELATIONS… AND MYSTICS","Aug. 12, 1997","1997"
"2640","A MOBILE CULTURE… YOURS","Aug. 13, 1997","1997"
"2641","LIFE EXPERIENCES","Aug. 16, 1997","1997"
"2642","BEYOND THEOLOGY…","Aug. 17, 1997","1997"
"2643","REMEMBER… I’M HAVING FUN!","Aug. 20, 1997","1997"
"2644","SOME THOUGHTS ON TRANSITIONS","Aug. 23, 1997","1997"
"2645","LIFE’S ADVENTURE","Aug. 25, 1997","1997"
"2646","HOW CAN I BE SO POSITIVE?","Aug. 27, 1997","1997"
"2647","ETERNAL LIFE","Aug. 29, 1997","1997"
"2648","IF THIS WERE YOUR LAST DAY…","Aug. 31, 1997","1997"
"2649","WHAT “KIND OF” GOD AM I?","Sep. 03, 1997","1997"
"2650","GROWING TOO OLD?","Sep. 06, 1997","1997"
"2651","THE CHRISTIAN SABBATH","Sep. 07, 1997","1997"
"2652","MY CREATION…","Sep. 09, 1997","1997"
"2653","… AND, YES, ENJOY THE TRANSITION","Sep. 10, 1997","1997"
"2654","DEATHS = NEWS!?","Sep. 12, 1997","1997"
"2655","WHY ARE YOU HERE… ?","Sep. 13, 1997","1997"
"2656","MARK’S GOSPEL","Sep. 16, 1997","1997"
"2657","ALCOHOL: MY “IMPERFECT GIFT”","Sep. 17, 1997","1997"
"2658","YOUR RELIGION: SEMI-RATIONAL","Sep. 19, 1997","1997"
"2659","IF HARD TIMES COME…","Sep. 20, 1997","1997"
"2660","ANOTHER UNIQUE NIGHT EXPERIENCE","Sep. 23, 1997","1997"
"2661","MARK’S GOSPEL, II","Sep. 24, 1997","1997"
"2662","“YOUR” WAR","Sep. 25, 1997","1997"
"2663","THE SPIRIT IN PLACES","Sep. 27, 1997","1997"
"2664","THE AGING PROCESS","Oct. 01, 1997","1997"
"2665","AN UPDATE ON SIN","Oct. 03, 1997","1997"
"2666","SOME MORE ON SIN…","Oct. 04, 1997","1997"
"2667","AS YOU MAKE DECISIONS, CONSIDER…","Oct. 07, 1997","1997"
"2668","MARK’S GOSPEL… ALMOST THROUGH","Oct. 08, 1997","1997"
"2669","THIS EARTH, OF MINE","Oct. 10, 1997","1997"
"2670","WINNING!?","Oct. 12, 1997","1997"
"2671","“SUNSHINE ON MY SHOULDER…”","Oct. 15, 1997","1997"
"2672","YOU’RE GETTING OLDER","Oct. 16, 1997","1997"
"2673","ORTHODOXY… DIVERSITY","Oct. 18, 1997","1997"
"2674","ANDY’S BACK! … AGAIN","Oct. 20, 1997","1997"
"2675","WHAT ABOUT JAMES?","Oct. 22, 1997","1997"
"2676","WHAT DO I TELL YOU?","Oct. 24, 1997","1997"
"2677","WHAT DO I TELL YOU?… II","Oct. 25, 1997","1997"
"2678","JAMES… AND YOU","Oct. 29, 1997","1997"
"2679","… AS BUSY AS EVER?","Oct. 31, 1997","1997"
"2680","MYSTICAL… MYSTERIES","Nov. 01, 1997","1997"
"2681","HOW CAN I “BE SATISFIED”?","Nov. 04, 1997","1997"
"2682","THEOLOGY!?","Nov. 05, 1997","1997"
"2683","MORE THEOLOGY?!","Nov. 07, 1997","1997"
"2684","THE “BIG HEALTH” MEETING","Nov. 10, 1997","1997"
"2685","…THE LAST ONE?","Nov. 12, 1997","1997"
"2686","LIFE HAS ITS CONTRASTS","Nov. 15, 1997","1997"
"2687","ANDY… AND HELEN","Nov. 18, 1997","1997"
"2688","A GOD FOR ALL OF YOU","Nov. 19, 1997","1997"
"2689","RATIONAL… AND MYSTICAL","Nov. 21, 1997","1997"
"2690","FEAR NOT, FOR BEHOLD…","Nov. 22, 1997","1997"
"2691","W.W.J.D.","Nov. 24, 1997","1997"
"2692","THANKSGIVING","Nov. 26, 1997","1997"
"2693","THANKSGIVING, II… AFTER… STILL","Nov. 28, 1997","1997"
"2694","SICKNESS ON A TRIP","Nov. 30, 1997","1997"
"2695","OBSERVATIONS ON A TRIP","Dec. 03, 1997","1997"
"2696","DEATH… GROWTH… GROWING","Dec. 05, 1997","1997"
"2697","ADVENT… A SEASON?","Dec. 06, 1997","1997"
"2698","CONSIDERING PSALMS","Dec. 10, 1997","1997"
"2699","A PRE-CHRISTMAS MUSE","Dec. 12, 1997","1997"
"2700","OLD AGE… AND… MYSTERY","Dec. 13, 1997","1997"
"2701","SCRIPTURE… SCRIPTURE…","Dec. 17, 1997","1997"
"2702","ANDREA… THE “FLAKE”","Dec. 19, 1997","1997"
"2703","NEW RHYTHM… IT’S COMING","Dec. 20, 1997","1997"
"2704","FOR EVERYTHING… A SEASON… WHY NOT?!","Dec. 23, 1997","1997"
"2705","CHRISTMAS… PAST","Dec. 27, 1997","1997"
"2706","THE FIGHT FOR LIFE","Dec. 30, 1997","1997"
"2707","ODD YEAR OUT… EVEN YEAR IN","Dec. 31, 1997","1997"
"2708","IS CHAOS COMING?","Year 1998 (approx)","1998"
"2709","CHURCHES… CHURCHES…","Year 1998 (approx)","1998"
"2710","OLD AGE… IT’S COMING","Year 1998 (approx)","1998"
"2711","AND I, TOO, SHALL HEAR YOU…","Year 1998 (approx)","1998"
"2712","ARE “PROBLEMS” NECESSARY?","Year 1998 (approx)","1998"
"2713","BEING MY SERVANT","Year 1998 (approx)","1998"
"2714","A TIME TO…","Year 1998 (approx)","1998"
"2715","OLD AGE, YET AGAIN","Year 1998 (approx)","1998"
"2716","PERSPECTIVES, YET AGAIN","Year 1998 (approx)","1998"
"2717","CONTEMPLATION","Year 1998 (approx)","1998"
"2718","A LESSON IN ECONOMICS","Year 1998 (approx)","1998"
"2719","A THEOLOGY FROM PETER?","Year 1998 (approx)","1998"
"2720","A FORUM TOMORROW…","Year 1998 (approx)","1998"
"2721","AN “OLD” GURU","Year 1998 (approx)","1998"
"2722","MANY MANSIONS","Year 1998 (approx)","1998"
"2723","A DIFFERENT RYHTHM","Jan. 02, 1998","1998"
"2724","SECURITY?","Jan. 06, 1998","1998"
"2725","PAUL… A BOTH/AND GUY","Jan. 07, 1998","1998"
"2726","OPPOSITION… OR JUST BALANCING?","Jan. 09, 1998","1998"
"2727","PAIN… AND LIFE","Jan. 11, 1998","1998"
"2728","THESE SCRIPTURES… A REPRISE","Jan. 15, 1998","1998"
"2729","EXPECTATIONS","Jan. 17, 1998","1998"
"2730","A TIME OF SICKNESS","Jan. 20, 1998","1998"
"2731","ORDINARY TIME","Jan. 24, 1998","1998"
"2732","POSITIVE HEALTH… POSITIVE LIVING","Jan. 27, 1998","1998"
"2733","SPIRITUALITY?  SPIRITUALITY!","Jan. 28, 1998","1998"
"2734","COMING TO THE SPIRITUAL","Jan. 31, 1998","1998"
"2735","JESUS ALA LUKE","Feb. 04, 1998","1998"
"2736","WHAT TIME IS IT NOW?","Feb. 05, 1998","1998"
"2737","GENERATIONS","Feb. 07, 1998","1998"
"2738","THE NEW RHYTHM… CREEPETH","Feb. 09, 1998","1998"
"2739","MONEY… THE ROOT…?","Feb. 14, 1998","1998"
"2740","HOW MUCH ACTIVITY…?","Feb. 17, 1998","1998"
"2741","WHAT IS SIN?","Feb. 17, 1998","1998"
"2742","SOME REACTIONS TO YOUR READING","Feb. 19, 1998","1998"
"2743","GOOD WILL… AND…","Feb. 21, 1998","1998"
"2744","… IT’S HARD TO BE HUMBLE!?","Feb. 24, 1998","1998"
"2745","THE KINGDOM?  BOTH/AND, AGAIN","Feb. 25, 1998","1998"
"2746","A CHANCE TO TELL…","Feb. 27, 1998","1998"
"2747","AN UPDATE ON “THE PRESENT”","Feb. 28, 1998","1998"
"2748","A TEST OF FAITH… AND ADAPTATION","Mar. 03, 1998","1998"
"2749","A TIME TO…","Mar. 04, 1998","1998"
"2750","AHA!  THE LIGHT DOTH SHINE","Mar. 08, 1998","1998"
"2751","DO I “LIKE” DEATHS?","Mar. 12, 1998","1998"
"2752","DIVERSITY IN OLD AGE","Mar. 13, 1998","1998"
"2753","DIVERSITY… AND ME","Mar. 16, 1998","1998"
"2754","AN UP… AND A DOWN…","Mar. 19, 1998","1998"
"2755","THE ECONOMICS OF RELIGION","Mar. 22, 1998","1998"
"2756","TIMES… AND SEASONS…","Mar. 25, 1998","1998"
"2757","A CHANGE OF SEASON","Mar. 26, 1998","1998"
"2758","A RECAP OF “THE BIG PICTURE”","Mar. 28, 1998","1998"
"2759","A BARKING DOG","Mar. 31, 1998","1998"
"2760","“THE END OF THE AGE”","Apr. 02, 1998","1998"
"2761","THOUGHTS ON HUNGER","Apr. 04, 1998","1998"
"2762","ANNIVERSARY","Apr. 06, 1998","1998"
"2763","A SPIRITUAL OPPORTUNITY","Apr. 08, 1998","1998"
"2764","A MYSTICAL, BOTH/AND SEASON","Apr. 10, 1998","1998"
"2765","EASTER, SACRED AND SECULAR","Apr. 12, 1998","1998"
"2766","A POSTSCRIPT ON EASTER","Apr. 15, 1998","1998"
"2767","… AND THE GOOD NEWS IS…","Apr. 16, 1998","1998"
"2768","YOU’RE MOVING… TOWARD…","Apr. 19, 1998","1998"
"2769","A GIG ON AGING","Apr. 22, 1998","1998"
"2770","AN UPDATE ON “SUBSTANCES THAT…”","Apr. 24, 1998","1998"
"2771","WHAT IS PROGRESS… TO ME?","Apr. 28, 1998","1998"
"2772","WEAKNESS","Apr. 30, 1998","1998"
"2773","THE GOOD AND THE BAD… BOTH/AND","May. 01, 1998","1998"
"2774","THREE CHURCH HAPPENINGS","May. 03, 1998","1998"
"2775","THE PANACEA: DRUGS","May. 05, 1998","1998"
"2776","PERSPECTIVES… YET AGAIN","May. 06, 1998","1998"
"2777","LIFE=DEATH, WHICH=LIFE","May. 08, 1998","1998"
"2778","IS THIS “THE TIME”…?","May. 09, 1998","1998"
"2779","REMEMBERING A PROMISE","May. 11, 1998","1998"
"2780","TWO DOWN… ONE TO GO","May. 12, 1998","1998"
"2781","YES, I WAS THERE…","May. 13, 1998","1998"
"2782","A TIME TO CONTEMPLATE… OR SLEEP","May. 17, 1998","1998"
"2783","YOU’LL SPEAK ON “SUBSTANCES”…","May. 19, 1998","1998"
"2784","AN IMPORTANT REMEMBRANCE…","May. 20, 1998","1998"
"2785","IT’S CALLED PAIN…","May. 25, 1998","1998"
"2786","INTO RECOVERY","May. 28, 1998","1998"
"2787","…AND, IN THE MIDST OF HEALING…","May. 30, 1998","1998"
"2788","A SUNDAY “EXCORIATION”","May. 31, 1998","1998"
"2789","WHO AM I… REALLY?","Jun. 01, 1998","1998"
"2790","SPIRITUAL STORY… THEN AND NOW","Jun. 03, 1998","1998"
"2791","A NEW “TREATMENT”","Jun. 06, 1998","1998"
"2792","AM I CONCERNED ABOUT “PROBLEMS”?","Jun. 08, 1998","1998"
"2793","I’M PART OF YOUR STORY… ALWAYS?","Jun. 10, 1998","1998"
"2794","MORE COMMENTS ON “PROBLEMS”","Jun. 12, 1998","1998"
"2795","AN IMMORTAL SOUL?  NOT QUITE","Jun. 13, 1998","1998"
"2796","MAN’S INHUMANITY…","Jun. 17, 1998","1998"
"2797","SPIRIT AS ENERGY","Jun. 18, 1998","1998"
"2798","REFLECTIONS ON A TRIP","Jun. 23, 1998","1998"
"2799","TRANSITION… TO WHAT?","Jun. 24, 1998","1998"
"2800","WATER… MY ABUNDANT RESOURCE","Jun. 26, 1998","1998"
"2801","“FREEDOM AND DEPENDENCE”…","Jun. 27, 1998","1998"
"2802","CONFLICTS IN EARTH LIFE","Jul. 01, 1998","1998"
"2803","THOUGHTS ON A GREEN, SUMMER AFTERNOON","Jul. 02, 1998","1998"
"2804","IS INDEPENDENCE DESIRABLE?","Jul. 04, 1998","1998"
"2805","BLESSINGS MUST NEEDS BE BALANCED","Jul. 07, 1998","1998"
"2806","ARE YOU STILL A HEALTH EDUCATOR?","Jul. 08, 1998","1998"
"2807","IDEAL “USES” OF TIME","Jul. 11, 1998","1998"
"2808","WHAT TIME IS IT NOW?","Jul. 14, 1998","1998"
"2809","DIVERSITY… IN ME, TOO!","Jul. 15, 1998","1998"
"2810","A HANDICAP","Jul. 17, 1998","1998"
"2811","…AND AN ITCH SHALL LEAD YOU…","Jul. 19, 1998","1998"
"2812","MY MANY ACTS…","Jul. 22, 1998","1998"
"2813","BARKING DOGS","Jul. 24, 1998","1998"
"2814","YES, YOU “MESSED UP”… AGAIN","Jul. 25, 1998","1998"
"2815","YOU AND ISRAEL?","Jul. 28, 1998","1998"
"2816","LITTLE TIME FOR CONTEMPLATION?","Jul. 31, 1998","1998"
"2817","WHY?  YOU KNOW…","Aug. 01, 1998","1998"
"2818","PROGRESS IN CONTEMPLATION","Aug. 04, 1998","1998"
"2819","REFLECTIONS ON “HEALTH MINISTRY”","Aug. 06, 1998","1998"
"2820","IT CAN BE DONE!","Aug. 08, 1998","1998"
"2821","ANOTHER DOCTOR","Aug. 11, 1998","1998"
"2822","SOME LESSONS FROM EZEKIEL","Aug. 13, 1998","1998"
"2823","AM I BOTHERED…?","Aug. 15, 1998","1998"
"2824","MORE THOUGHTS ON SIN","Aug. 19, 1998","1998"
"2825","A FINE CAREER","Aug. 21, 1998","1998"
"2826","A PRESBYTERIAN PATH","Aug. 22, 1998","1998"
"2827","PRESBYTERIAN, YET AGAIN","Aug. 26, 1998","1998"
"2828","I AM YOUR TEACHER…","Aug. 28, 1998","1998"
"2829","WHAT MUST YOU DO…?","Aug. 29, 1998","1998"
"2830","TIME… AND… TIMELESSNESS","Oct. 02, 1998","1998"
"2831","… AND, STILL, FRUSTRATIONS…","Oct. 06, 1998","1998"
"2832","DEATH: AN IMPORTANT “SPECIALTY”","Oct. 07, 1998","1998"
"2833","LOOKING AHEAD","Oct. 08, 1998","1998"
"2834","HOME ALONE","Oct. 10, 1998","1998"
"2835","AM I ADAPTABLE?","Oct. 14, 1998","1998"
"2836","A GLIMPSE OF OLD AGE","Oct. 16, 1998","1998"
"2837","RAIN… ALWAYS WELCOME?","Oct. 18, 1998","1998"
"2838","HEALTH IS POSITIVE… REMEMBER?!","Oct. 20, 1998","1998"
"2839","YOU MISSED THE FUN PART!","Oct. 21, 1998","1998"
"2840","HALLOWE’EN","Oct. 23, 1998","1998"
"2841","THE MARK OF A SEASON","Oct. 25, 1998","1998"
"2842","LOSSES","Oct. 27, 1998","1998"
"2843","THE MYSTICAL IS “REAL”","Oct. 28, 1998","1998"
"2844","LIFE… NOT YET “SETTLED”","Oct. 30, 1998","1998"
"2845","IT’S PART OF YOUR “HISTORY”","Nov. 03, 1998","1998"
"2846","HOLY CONSISTENCY!?","Nov. 04, 1998","1998"
"2847","SOME COMMENTS ON CHURCH","Nov. 07, 1998","1998"
"2848","A PRESENTATION…","Nov. 10, 1998","1998"
"2849","HEBREWS: ANOTHER “ENCOUNTER”","Nov. 11, 1998","1998"
"2850","CONTEMPLATION OF LIFE","Nov. 12, 1998","1998"
"2851","OLD AGE… A BLESSING?","Nov. 13, 1998","1998"
"2852","SOME POSITIVE THOUGHTS","Nov. 15, 1998","1998"
"2853","UP ABOVE THE WORLD SO HIGH…","Nov. 18, 1998","1998"
"2854","MIXED FEELINGS","Nov. 20, 1998","1998"
"2855","MANU… AND… YOU?","Nov. 21, 1998","1998"
"2856","SUNDAY ON AN ISLAND","Nov. 22, 1998","1998"
"2857","A DAY IN “THE COUNTRY”","Nov. 23, 1998","1998"
"2858","REINFORCEMENT NO KA OE","Nov. 24, 1998","1998"
"2859","THE LAST LAP…","Nov. 26, 1998","1998"
"2860","AN UPDATE… ON LIFE","Nov. 30, 1998","1998"
"2861","HOW HEALTHY IS COMPETITION?","Dec. 02, 1998","1998"
"2862","SOME FRUSTRATIONS…","Dec. 03, 1998","1998"
"2863","AN EPIDEMIC?","Dec. 05, 1998","1998"
"2864","MEMORIES DO FADE…","Dec. 08, 1998","1998"
"2865","HOW MANY AM I?","Dec. 09, 1998","1998"
"2866","I AM NOT EXPLAINABLE","Dec. 10, 1998","1998"
"2867","EXCESS… AND A BEAUTIFUL DAY","Dec. 15, 1998","1998"
"2868","MY MANY “FACES”","Dec. 16, 1998","1998"
"2869","IS THIS, TRULY, “THE BEST OF TIMES”?","Dec. 18, 1998","1998"
"2870","SOME THOUGHTS ON CHURCHES","Dec. 19, 1998","1998"
"2871","CHANGE IS GOOD… YEAH!?","Dec. 22, 1998","1998"
"2872","THOUGHTS ON A “WALK-AROUND…”","Dec. 26, 1998","1998"
"2873","JEWS… CHRISTIANS…","Dec. 29, 1998","1998"
"2874","THE END OF AN ERA?","Dec. 30, 1998","1998"
"2875","A NEW YEAR STORM","Jan. 02, 1999","1999"
"2876","YOUR NATION… THE BEST?","Jan. 02, 1999","1999"
"2877","YOU AND PAUL","Jan. 05, 1999","1999"
"2878","YOUR PATH… MYSTICAL!","Jan. 06, 1999","1999"
"2879","A “DOWN” FEELING","Jan. 08, 1999","1999"
"2880","MICHAEL COMES ACROSS","Jan. 13, 1999","1999"
"2881","A “SAGA(ETTE)” OF MICHAEL","Jan. 15, 1999","1999"
"2882","SOME “DAY AFTER” THOUGHTS","Jan. 17, 1999","1999"
"2883","ANOTHER DREARY DAY","Jan. 18, 1999","1999"
"2884","FAMILIES… FAMILIES","Jan. 19, 1999","1999"
"2885","BACK TO “NORMAL”?","Jan. 22, 1999","1999"
"2886","Y2K","Jan. 26, 1999","1999"
"2887","SCRIPTURE!  SCRIPTURE?","Jan. 27, 1999","1999"
"2888","… AND A CHASING AFTER WIND","Jan. 29, 1999","1999"
"2889","AN ANGRY GOD!?","Feb. 03, 1999","1999"
"2890","ELDERLY… IT’S ALMOST YOU","Feb. 05, 1999","1999"
"2891","YES, THESE ARE ____________ !","Feb. 09, 1999","1999"
"2892","SOME MORE ON PREDESTINATION","Feb. 10, 1999","1999"
"2893","FAMILIAR ILLUSIONS","Feb. 12, 1999","1999"
"2894","FRUSTRATIONS","Feb. 13, 1999","1999"
"2895","RHYTHM… NOT YET","Feb. 16, 1999","1999"
"2896","IT’S LENT… YET AGAIN","Feb. 17, 1999","1999"
"2897","PREDESTINATION… YET AGAIN","Feb. 19, 1999","1999"
"2898","CHRISTIAN PERCEPTIONS… DEATH","Feb. 20, 1999","1999"
"2899","ANOTHER “RAMBLE” WITH JOHN","Feb. 24, 1999","1999"
"2900","MICHAEL’S STORY…","Feb. 26, 1999","1999"
"2901","AN EARLY-MORNING ASSESSMENT","Feb. 27, 1999","1999"
"2902","EARTH NEEDS BALANCE, TOO","Mar. 01, 1999","1999"
"2903","“MY TIME HAS NOT YET COME”","Mar. 03, 1999","1999"
"2904","BEING CHOOSED","Mar. 06, 1999","1999"
"2905","WAS IT “SUICIDE”?","Mar. 08, 1999","1999"
"2906","AN ASSURED CHRIST","Mar. 10, 1999","1999"
"2907","“SIMPLICITY”… VOLUNTARY?","Mar. 11, 1999","1999"
"2908","ARE YOU PREPARING?","Mar. 13, 1999","1999"
"2909","THE RATIONAL… THE MYSTICAL","Mar. 17, 1999","1999"
"2910","A PEEK AT MORTALITY","Mar. 18, 1999","1999"
"2911","POSITIVE ADDICTIONS","Mar. 19, 1999","1999"
"2912","A SINGLE GOAL?","Mar. 20, 1999","1999"
"2913","“EASY DOES IT?!”","Mar. 22, 1999","1999"
"2914","PROGRESS?... TOWARD…?","Mar. 23, 1999","1999"
"2915","MANY MANSIONS","Mar. 24, 1999","1999"
"2916","MICHAEL’S STORY… CONTINUING","Mar. 26, 1999","1999"
"2917","THIS STORY… HAS NO END","Mar. 31, 1999","1999"
"2918","WHICH ARE THE “ILLUSIONS”?","Apr. 02, 1999","1999"
"2919","TROUBLES?  CHECK THE BALANCE","Apr. 03, 1999","1999"
"2920","LIFE PARTNER, NO KA OE","Apr. 06, 1999","1999"
"2921","HOW IT ALL WORKS…?","Apr. 08, 1999","1999"
"2922","WORLD HUNGER","Apr. 10, 1999","1999"
"2923","JEREMIAH… AND TODAY","Apr. 14, 1999","1999"
"2924","LIFE?  BOTH/AND!","Apr. 16, 1999","1999"
"2925","INSURANCE","Apr. 17, 1999","1999"
"2926","THE EARTH… AND YOU","Apr. 20, 1999","1999"
"2927","“JEREMIAH’S GOD”","Apr. 21, 1999","1999"
"2928","WHAT’S THIS ABOUT “DISRUPTION”?","Apr. 24, 1999","1999"
"2929","AM I INSOUCIANT?","Apr. 27, 1999","1999"
"2930","GOD – THEN… AND… NOW","Apr. 28, 1999","1999"
"2931","THE “CLASH” OF SEASONS","May. 01, 1999","1999"
"2932","HOLY INCONSISTENCY!","May. 05, 1999","1999"
"2933","TEACHINGS:  A GIFT FROM ME","May. 06, 1999","1999"
"2934","FULLER LIFE FOR DAD","May. 07, 1999","1999"
"2935","A COMMITMENT… 20 YEARS","May. 11, 1999","1999"
"2936","I JUST CAN’T BE “DEFINED”","May. 12, 1999","1999"
"2937","I HELPED… DIDN’T I?!","May. 14, 1999","1999"
"2938","IS TIME IMPORTANT?","May. 17, 1999","1999"
"2939","A TIME ALONE?","May. 18, 1999","1999"
"2940","JEREMIAH’S OVER… FINALLY","May. 19, 1999","1999"
"2941","THE THIRD DAY… 20 YEARS","May. 20, 1999","1999"
"2942","PENTECOST… PLUS ONE","May. 24, 1999","1999"
"2943","ANOTHER CHALLENGE?!","May. 26, 1999","1999"
"2944","THE WORLD OF “TOMORROW”","May. 28, 1999","1999"
"2945","MYSTICAL CHRISTIANITY","May. 29, 1999","1999"
"2946","REMEMBRANCE OF WARS","May. 31, 1999","1999"
"2947","CALLED?... OR FREE?","Jun. 02, 1999","1999"
"2948","A GOAL:  TO HAVE NO GOALS?!","Jun. 04, 1999","1999"
"2949","GRASS (OR)… AND DIRT","Jun. 05, 1999","1999"
"2950","ANOTHER “FAMILY” JOURNEY","Jun. 09, 1999","1999"
"2951","HERE IN HAWAII…","Jun. 10, 1999","1999"
"2952","LUAU TIME!","Jun. 12, 1999","1999"
"2953","THEN… AND… NOW","Jun. 14, 1999","1999"
"2954","THE VISIT CONTINUES","Jun. 16, 1999","1999"
"2955","ALOHA TO DAD","Jun. 17, 1999","1999"
"2956","… AND THE VISIT ENDS","Jun. 18, 1999","1999"
"2957","BACK TO… BUSY LIFE!","Jun. 23, 1999","1999"
"2958","A FAMILY TIME?!","Jun. 25, 1999","1999"
"2959","IS THIS A VIOLENT WORLD?","Jun. 26, 1999","1999"
"2960","ANOTHER GOD?","Jun. 30, 1999","1999"
"2961","AND NOW… WHAT DO I SAY?","Jul. 01, 1999","1999"
"2962","LIFE IS NOT PROBLEMS…","Jul. 03, 1999","1999"
"2963","INDEPENDENCE","Jul. 05, 1999","1999"
"2964","BEING ELDERLY","Jul. 06, 1999","1999"
"2965","A FEW ACADEMIC TASKS","Jul. 10, 1999","1999"
"2966","JEWS, MOSES… AND ME","Jul. 14, 1999","1999"
"2967","YOU… AND THIS “NEW AGE”","Jul. 16, 1999","1999"
"2968","ANOTHER “LEADING” OPPORTUNITY","Jul. 17, 1999","1999"
"2969","A FINE ERA… YOURS… II","Jul. 20, 1999","1999"
"2970","THE GOD OF MOSES?","Jul. 21, 1999","1999"
"2971","A HOT, DRY DAY","Jul. 23, 1999","1999"
"2972","A MUSE ON TREES","Jul. 24, 1999","1999"
"2973","SOME WISDOM FROM JONAH","Jul. 28, 1999","1999"
"2974","A “MEDICAL” EXPERIENCE","Jul. 30, 1999","1999"
"2975","BALANCING, BALANCING","Jul. 31, 1999","1999"
"2976","THIS “MODERN” WORLD","Aug. 03, 1999","1999"
"2977","TO BE A… CHRISTIAN?","Aug. 04, 1999","1999"
"2978","THE “BIG C”","Aug. 07, 1999","1999"
"2979","A SERMON FOR SUNDAY","Aug. 10, 1999","1999"
"2980","SUNDAY’S SERMON, II","Aug. 11, 1999","1999"
"2981","SPIRIT… AND… HEALTH","Aug. 13, 1999","1999"
"2982","SEE IT AS AN ADVENTURE","Aug. 17, 1999","1999"
"2983","“JOSHUA’S GOD”","Aug. 18, 1999","1999"
"2984","IN A QUIET, FAMILIAR PLACE","Aug. 21, 1999","1999"
"2985","HEALTH = BE FAITHFUL!","Aug. 24, 1999","1999"
"2986","A PUNAHOU SHIRT…","Aug. 25, 1999","1999"
"2987","ACCENTUATE THE POSITIVE","Aug. 27, 1999","1999"
"2988","COULD THERE BE A PALA?","Aug. 28, 1999","1999"
"2989","AM I STILL “AMOS’ GOD”?","Sep. 01, 1999","1999"
"2990","A “MIXED” DAY","Sep. 02, 1999","1999"
"2991","“ON THE BEACH”… YOURS","Sep. 04, 1999","1999"
"2992","LABOR DAY","Sep. 06, 1999","1999"
"2993","MY POWER ! ... ?","Sep. 08, 1999","1999"
"2994","YOUR LIFE… TOO “MESSY” ?!","Sep. 10, 1999","1999"
"2995","FOOTBALL… YOU… AND… ME","Sep. 11, 1999","1999"
"2996","DESTRUCTIVE WEATHER","Sep. 15, 1999","1999"
"2997","A TIME TO BE THANKFUL","Sep. 16, 1999","1999"
"2998","TIME FOR ASSESSMENT","Sep. 18, 1999","1999"
"2999","IT’S STILL REAL!","Sep. 22, 1999","1999"
"3000","AGAIN!  HEALTH IS POSITIVE","Sep. 23, 1999","1999"
"3001","ENJOY… ENJOY!","Sep. 25, 1999","1999"
"3002","A… THE… FUTURE","Sep. 29, 1999","1999"
"3003","I DO WATCH OVER… YOU","Sep. 30, 1999","1999"
"3004","SONS","Oct. 01, 1999","1999"
"3005","A BEAUTIFUL FALL DAY","Oct. 06, 1999","1999"
"3006","“… LAVETH THE THIRSTY LAND”","Oct. 09, 1999","1999"
"3007","ANNUALS… AND… PERENNIALS","Oct. 11, 1999","1999"
"3008","REFLECTIONS ON A CAREER","Oct. 12, 1999","1999"
"3009","UPHOLDING WHAT IS “RIGHT” !","Oct. 13, 1999","1999"
"3010","THE “OFF RAMP”… ANEW","Oct. 14, 1999","1999"
"3011","A KINDRED SPIRIT?!","Oct. 19, 1999","1999"
"3012","WHAT WAS… WHAT IS TO BE","Oct. 20, 1999","1999"
"3013","SACRED PLACES","Oct. 25, 1999","1999"
